Event	ID	Name			Wwise Object Path	Notes
	137855783	ashanti_clergy_regular			\ev_illustrations\characters\clergy\ashanti_clergy_regular	
	139779575	amb_baseWater_lake_open			\ev_illustrations\water\amb_baseWater_lake_open	
	145259508	north_german_peasants_regular			\ev_illustrations\characters\peasants\north_german_peasants_regular	sheep in middle
	146780083	amb_building_northgerman_windmill_a			\ev_amb\on_map\buildings\OLD_EVENTS_PRE_COMPOUND_NODES\amb_building_northgerman_windmill_a	
	151739576	north_german_religious1			\ev_illustrations\location\religious_buildings\north_german_religious1	
	151739578	north_german_religious3			\ev_illustrations\location\religious_buildings\north_german_religious3	
	151739579	north_german_religious2			\ev_illustrations\location\religious_buildings\north_german_religious2	
	156719210	army_cavalry_6_middle_east_gfx			\ev_illustrations\units\army_cavalry_6_middle_east_gfx	
	158524165	army_infantry_6_light_tag_middle_east_gfx			\ev_illustrations\units\army_infantry_6_light_tag_middle_east_gfx	
	158579416	PANEL_TRADE_old_currently_unused			\ev_amb_panels\02_ECONOMY\PANEL_TRADE_old_currently_unused	We can see an image, but there's no dds or event triggering. - Neto - 7-feb-25 #takenoteschatgpt
	159911297	mf_generic_mid_walla			\_crowd_design\mf_generic_mid_walla	
	168727919	aztec_nobles_interior			\ev_illustrations\events\backgrounds\interior\aztec_nobles_interior	Estate hall, large windows, bookshelves, plaster walls
	181525246	icon_goods_sugar			\ev_illustrations\trade_goods\icon_goods_sugar	
	190766465	banking			\ev_illustrations\institutions\banking	
	192471279	aztec_peasants_interior			\ev_illustrations\events\backgrounds\interior\aztec_peasants_interior	Farm kitchen/workshop hall, tools and pots, wooden rafters and straw roof
	193987354	ashanti_peasants_exterior			\ev_illustrations\events\backgrounds\exterior\ashanti_peasants_exterior	Farm kitchen/workshop hall, tools and pots, wooden rafters and straw roof
	196687781	fall_of_delhi			\ev_illustrations\situations\fall_of_delhi	Exterior outside city, Caravan of knights in armor, on horses and elephants in armor, kneeling/praying commoners, indian
	198674111	PANEL_LOCATIONS_LIST			\ev_amb_panels\ledger panels\PANEL_LOCATIONS_LIST	
	201578224	syrian_clergy_angry			\ev_illustrations\characters\clergy\syrian_clergy_angry	
	203450481	oceanic_woods_ground1			\ev_illustrations\location\ground\oceanic\oceanic_woods_ground1	
	203450482	oceanic_woods_ground2			\ev_illustrations\location\ground\oceanic\oceanic_woods_ground2	
	203450483	oceanic_woods_ground3			\ev_illustrations\location\ground\oceanic\oceanic_woods_ground3	
	214087348	tropical_forest_ground1			\ev_illustrations\location\ground\tropical\tropical_forest_ground1	
	214087350	tropical_forest_ground3			\ev_illustrations\location\ground\tropical\tropical_forest_ground3	
	219304270	jungle			\ev_illustrations\location\backgrounds\jungle\jungle	a jungle hills in distance 
	219947343	crisis_of_the_chinese_dynasty			\ev_illustrations\disasters\crisis_of_the_chinese_dynasty	
	229438292	the_revolution			\ev_illustrations\situations\the_revolution	
	243530832	fs_marble_lightShoe_walk_seq			\ev_illustrations\footsteps\marble\fs_marble_lightShoe_walk_seq	
	248668550	wpn_proj_DrawString			\ev_char_military\movement\infantry\weapons\wpn_proj_DrawString	
	258749386	building_inconstruction_small			\ev_amb\on_map\buildings\building_inconstruction_small	compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_building_inconstruction_small  compound imp on all found schematics using "in constuction" style mesh, and considered "small" e.g., "" 
	260536048	army_cavalry_6_indian_gfx			\ev_illustrations\units\army_cavalry_6_indian_gfx	
	263250439	army_cavalry_3_middle_east_gfx			\ev_illustrations\units\army_cavalry_3_middle_east_gfx	
	264684499	amb_wagon_wooden			\ev_amb\on_map\amb_wagon_wooden	referenced in default_wagon_schematic.schematic
	291116198	hindu_branch			\ev_illustrations\international_organization_types\hindu_branch	Church stone hall, wooden pews
	310994150	amb_rawgood_salt			\ev_amb\on_map\rawgoods\amb_rawgood_salt	
	311465643	army_cavalry_2_heavy_tag			\ev_illustrations\units\army_cavalry_2_heavy_tag	
	311649275	aztec_clergy_armed			\ev_illustrations\characters\clergy\aztec_clergy_armed	
	313841719	icon_goods_porcelain			\ev_illustrations\trade_goods\icon_goods_porcelain	
	316982991	iroquois_nobles_happy			\ev_illustrations\characters\nobles\iroquois_nobles_happy	
	317069699	sinicization_disaster			\ev_illustrations\disasters\sinicization_disaster	
	320265210	army_artillery_2			\ev_illustrations\units\army_artillery_2	
	320265211	army_artillery_3			\ev_illustrations\units\army_artillery_3	
	320265212	army_artillery_4			\ev_illustrations\units\army_artillery_4	
	320265213	army_artillery_5			\ev_illustrations\units\army_artillery_5	
	320265214	army_artillery_6			\ev_illustrations\units\army_artillery_6	
	324697018	syrian_peasants_happy			\ev_illustrations\characters\peasants\syrian_peasants_happy	lamb on left
	325462661	north_german_nobles_armed			\ev_illustrations\characters\nobles\north_german_nobles_armed	
	331695966	building_mines_crane			\ev_amb\on_map\buildings\building_mines_crane	compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_building_mine_crane  compound imp on all found schematics using "crane" style "mining" mesh, e.g., "building_northgerman_mines_mesh" 
	339698783	asian_dock			\ev_illustrations\location\dock\asian_dock	
	339788810	army_cavalry_2			\ev_illustrations\units\army_cavalry_2	
	339788811	army_cavalry_3			\ev_illustrations\units\army_cavalry_3	
	339788812	army_cavalry_4			\ev_illustrations\units\army_cavalry_4	
	339788813	army_cavalry_5			\ev_illustrations\units\army_cavalry_5	
	339788814	army_cavalry_6			\ev_illustrations\units\army_cavalry_6	
	342122067	regular_lrg_grp			\ev_illustrations\events\moods\regular_lrg_grp	
	345508073	PANEL_ADVANCES			\ev_amb_panels\08_ADVANCES\PANEL_ADVANCES	
	349598736	north_german_factory			\ev_illustrations\location\factories\north_german_factory	
	351860051	army_infantry_light_tag_african_gfx			\ev_illustrations\units\army_infantry_light_tag_african_gfx	
	352397661	hook_and_cod_wars			\ev_illustrations\disasters\hook_and_cod_wars	Fix weapon impacts to loop
	353044422	armed_small_grp			\ev_illustrations\events\moods\armed_small_grp	
	353158910	PANEL_MARITIME			\ev_amb_panels\07_GEOPOLITICS\PANEL_MARITIME	
	358481182	amb_fauna_wildebeest			\ev_amb\on_map\fauna\amb_fauna_wildebeest	compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_fauna_wildebeest  schematic exists as "wildbeest", but crashes when opened
	362082799	iroquois_clergy_armed			\ev_illustrations\characters\clergy\iroquois_clergy_armed	
	367038379	aztec_burghers_angry			\ev_illustrations\characters\burghers\aztec_burghers_angry	
	367969681	fs_wood_barefoot_walk_seq			\ev_illustrations\footsteps\wood\fs_wood_barefoot_walk_seq	
	369702892	espionage			\ev_illustrations\events\backgrounds\special\espionage	prev. chuckle VO: FEFL
	370390337	hills_jungle			\ev_illustrations\location\backgrounds\hills\hills_jungle	hills with grass and shrubs, jungle
	387723094	iroquois_burghers_exterior			\ev_illustrations\events\backgrounds\exterior\iroquois_burghers_exterior	Townhouse interior hall. plaster walls, clothes, books
	388691094	throne_room_republic			\ev_illustrations\throne_rooms\throne_room_republic	int closed windows, plaster walls wood floor wood doors, stone large room
	401270829	icon_goods_wheat			\ev_illustrations\trade_goods\icon_goods_wheat	
	401954217	iroquois_peasants_regular			\ev_illustrations\characters\peasants\iroquois_peasants_regular	
	413267720	icon_goods_gems			\ev_illustrations\trade_goods\icon_goods_gems	
	414065781	army_infantry_6_middle_east_gfx			\ev_illustrations\units\army_infantry_6_middle_east_gfx	
	415087303	global_trade			\ev_illustrations\institutions\global_trade	
	418328296	fs_dirt_barefoot_walk_startstop			\ev_illustrations\footsteps\dirt\fs_dirt_barefoot_walk_startstop	
	422133637	syrian_clergy_happy			\ev_illustrations\characters\clergy\syrian_clergy_happy	
	422394031	MasterAmbientSystem_Start			\ev_amb\MasterAmbientSystem_Start	Posted to the Ambient Manager persiosntent Wwise game object on entering the InGame scope
	424236403	north_german_nobles_angry			\ev_illustrations\characters\nobles\north_german_nobles_angry	
	431953947	icon_goods_fur			\ev_illustrations\trade_goods\icon_goods_fur	
	432471542	icon_goods_lead			\ev_illustrations\trade_goods\icon_goods_lead	
	452192742	fs_stone_lightShoe_walk_seq			\ev_illustrations\footsteps\stone\fs_stone_lightShoe_walk_seq	
	455173660	army_cavalry_heavy_tag_middle_east_gfx			\ev_illustrations\units\army_cavalry_heavy_tag_middle_east_gfx	
	457571294	navy_galley			\ev_illustrations\units\navy_galley	
	460624675	f_generic_mid_walla_loud			\ev_amb\ev_amb_contextual\wallas\02_loud\f_generic_mid_walla_loud	
	464291639	army_auxiliary_1			\ev_illustrations\units\army_auxiliary_1	
	465836720	age_6_revolutions			\ev_illustrations\advances\age_6_revolutions	
	470545274	army_infantry_3_light_tag_indian_gfx			\ev_illustrations\units\army_infantry_3_light_tag_indian_gfx	
	471961687	iroquois_peasants_happy			\ev_illustrations\characters\peasants\iroquois_peasants_happy	
	477891540	amb_weather_storm_sea_large			\ev_amb\on_map\weather\amb_weather_storm_sea_large	Schematic: sea_storm_01_large_schematic
	483165233	army_infantry_2_light_tag_middle_east_gfx			\ev_illustrations\units\army_infantry_2_light_tag_middle_east_gfx	
	488180975	PANEL_DYNASTY_TREE			\ev_amb_panels\full screen panels\PANEL_DYNASTY_TREE	FULL SCREEN MENU IMPORTANT. A Spatialised Soundscape for the (auxiliary) Dynasty Tree Panel. Currently has no illustration. Accessed via Government > Country, then clicking the coat of arms at the bottom left of the illustration. 
	491961918	forest			\ev_illustrations\location\backgrounds\forest\forest	a forest 
	495706138	fs_dirt_heavyShoe_walk_startstop			\ev_illustrations\footsteps\dirt\fs_dirt_heavyShoe_walk_startstop	
	496769563	wetlands			\ev_illustrations\location\water\wetlands	
	497039147	icon_goods_chili			\ev_illustrations\trade_goods\icon_goods_chili	
	497377574	ashanti_clergy_armed			\ev_illustrations\characters\clergy\ashanti_clergy_armed	
	497523301	char_move_act_intense			\ev_char_military\movement\infantry\char_move_act_intense	
	503636458	religious			\ev_illustrations\location\religious_buildings\religious	
	505974091	burghers			\ev_illustrations\events\pop_type\burghers	
	514783443	army_infantry_light_tag_east_asian_gfx			\ev_illustrations\units\army_infantry_light_tag_east_asian_gfx	
	529559913	indian_nobles_exterior			\ev_illustrations\events\backgrounds\exterior\indian_nobles_exterior	Estate hall, large windows, bookshelves, plaster walls
	529573379	amb_baseWater_ocean_shore_beach			\ev_illustrations\water\amb_baseWater_ocean_shore_beach	
	529656217	m_generic_small_walla_quiet			\ev_amb\ev_amb_contextual\wallas\03_quiet\m_generic_small_walla_quiet	
	530751822	fs_carpetDirt_lightShoe_walk_startstop			\ev_illustrations\footsteps\carpetDirt\fs_carpetDirt_lightShoe_walk_startstop	
	537980738	units_mute			\ev_char_military\movement\units_mute	
	541087729	army_infantry_3_light_tag_north_american_gfx			\ev_illustrations\units\army_infantry_3_light_tag_north_american_gfx	
	542692506	war_of_religions			\ev_illustrations\situations\war_of_religions	
	544707594	navy_galley_5			\ev_illustrations\units\navy_galley_5	
	544707595	navy_galley_4			\ev_illustrations\units\navy_galley_4	
	544707596	navy_galley_3			\ev_illustrations\units\navy_galley_3	
	544707597	navy_galley_2			\ev_illustrations\units\navy_galley_2	
	545311787	aztec_nobles_happy			\ev_illustrations\characters\nobles\aztec_nobles_happy	
	568440625	icon_goods_tar			\ev_illustrations\trade_goods\icon_goods_tar	
	568612648	subtropical_grassland_ground3			\ev_illustrations\location\ground\subtropical\subtropical_grassland_ground3	
	568612650	subtropical_grassland_ground1			\ev_illustrations\location\ground\subtropical\subtropical_grassland_ground1	
	569754219	rural			\ev_illustrations\location\settlement\rural	
	576334376	indian_burghers_regular			\ev_illustrations\characters\burghers\indian_burghers_regular	
	580187798	fs_grp_sand_mixedShoes_walk_medium_quad_slice			\ev_illustrations\footsteps\sand\fs_grp_sand_mixedShoes_walk_medium_quad_slice	
	582349766	iroquois_peasants_angry			\ev_illustrations\characters\peasants\iroquois_peasants_angry	
	585140228	sect			\ev_illustrations\international_organization_types\sect	
	587903770	army_infantry_5_light_tag			\ev_illustrations\units\army_infantry_5_light_tag	
	588325422	building_inconstruction_large			\ev_amb\on_map\buildings\building_inconstruction_large	compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_building_inconstruction_large  compound imp on all found schematics using "in constuction" style mesh, and considered "large" e.g., "" 
	591636993	army_cavalry_middle_east_gfx			\ev_illustrations\units\army_cavalry_middle_east_gfx	
	600790227	icon_goods_rice			\ev_illustrations\trade_goods\icon_goods_rice	
	606361068	asian_peasants_interior			\ev_illustrations\events\backgrounds\interior\asian_peasants_interior	Farm kitchen/workshop hall, tools and pots, wooden rafters and straw roof
	606944518	army_cavalry_2_middle_east_gfx			\ev_illustrations\units\army_cavalry_2_middle_east_gfx	
	607763232	asian_burghers_armed			\ev_illustrations\characters\burghers\asian_burghers_armed	
	608142298	north_german_peasants_happy			\ev_illustrations\characters\peasants\north_german_peasants_happy	sheep left centre
	625765857	army_infantry_6			\ev_illustrations\units\army_infantry_6	
	625765858	army_infantry_5			\ev_illustrations\units\army_infantry_5	
	625765859	army_infantry_4			\ev_illustrations\units\army_infantry_4	
	625765860	army_infantry_3			\ev_illustrations\units\army_infantry_3	
	625765861	army_infantry_2			\ev_illustrations\units\army_infantry_2	
	626755098	amb_building_northgerman_watermill_a			\ev_amb\on_map\buildings\OLD_EVENTS_PRE_COMPOUND_NODES\amb_building_northgerman_watermill_a	
	629175730	levee_en_masse			\ev_illustrations\institutions\levee_en_masse	
	635551214	icon_goods_tea			\ev_illustrations\trade_goods\icon_goods_tea	
	636886984	fs_marble_barefoot_walk_startstop			\ev_illustrations\footsteps\marble\fs_marble_barefoot_walk_startstop	
	641653065	vox_loudest			\ev_illustrations\location\CONTENT BUNDLES NOT TO BE IMPLEMENTED\vox_loudest	
	644893073	unit_boarding_navy			\ev_char_military\feedback\unit_boarding_navy	
	652172222	amb_fauna_lion			\ev_amb\on_map\fauna\amb_fauna_lion	See notes on Lioness - this lion event incorporates both genders.   compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_fauna_lion  compound imp on all "lion" and "lioness" schematics (multi)
	652375119	north_german_burghers_interior			\ev_illustrations\events\backgrounds\interior\north_german_burghers_interior	Townhouse interior hall. plaster walls, clothes, books
	656907219	amb_building_iroqouis_factory_a			\ev_amb\on_map\buildings\OLD_EVENTS_PRE_COMPOUND_NODES\amb_building_iroqouis_factory_a	
	662959463	amb_fauna_whale			\ev_amb\on_map\fauna\amb_fauna_whale	compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_fauna_whale  no schematics to tie to yet
	663051436	arid_grassland_ground1			\ev_illustrations\location\ground\arid\arid_grassland_ground1	
	663051438	arid_grassland_ground3			\ev_illustrations\location\ground\arid\arid_grassland_ground3	
	664784280	army_cavalry_heavy_tag			\ev_illustrations\units\army_cavalry_heavy_tag	
	679030466	peasants			\ev_illustrations\events\pop_type\peasants	
	689011070	north_german_castle			\ev_illustrations\location\fortifications\north_german_castle	
	692934512	PANEL_GOODS_PRODUCTION			\ev_amb_panels\03_PRODUCTION\PANEL_GOODS_PRODUCTION	
	693669044	amb_weather_storm_snow_medium			\ev_amb\on_map\weather\amb_weather_storm_snow_medium	Schematic: snow_storm_01_medium_schematic
	702661557	icon_goods_tin			\ev_illustrations\trade_goods\icon_goods_tin	
	706661301	indian_peasants_regular			\ev_illustrations\characters\peasants\indian_peasants_regular	cow in middle
	707067563	aztec_peasants_happy			\ev_illustrations\characters\peasants\aztec_peasants_happy	
	711641730	fs_grass_heavyShoe_walk_seq			\ev_illustrations\footsteps\grass\fs_grass_heavyShoe_walk_seq	
	712629247	icon_goods_silver			\ev_illustrations\trade_goods\icon_goods_silver	
	713162820	mf_generic_mid_walla_loud			\ev_amb\ev_amb_contextual\wallas\02_loud\mf_generic_mid_walla_loud	
	720422541	amb_weather_storm_sand_large			\ev_amb\on_map\weather\amb_weather_storm_sand_large	Schematic: sand_storm_01_large_schematic
	722566485	indian_nobles_regular			\ev_illustrations\characters\nobles\indian_nobles_regular	
	723134318	syrian_peasants_exterior			\ev_illustrations\events\backgrounds\exterior\syrian_peasants_exterior	Farm kitchen/workshop hall, tools and pots, wooden rafters and straw roof
	724677318	rev_int_hall_stone			\ev_ca_reverbsettings\rev_int_hall_stone	
	730354270	syrian_nobles_happy			\ev_illustrations\characters\nobles\syrian_nobles_happy	
	736917087	ashanti_nobles_angry			\ev_illustrations\characters\nobles\ashanti_nobles_angry	
	737607608	ashanti_peasants_regular			\ev_illustrations\characters\peasants\ashanti_peasants_regular	
	740738876	indian_nobles_armed			\ev_illustrations\characters\nobles\indian_nobles_armed	
	745186196	continental_forest_ground2			\ev_illustrations\location\ground\continental\continental_forest_ground2	
	745186197	continental_forest_ground3			\ev_illustrations\location\ground\continental\continental_forest_ground3	
	745186199	continental_forest_ground1			\ev_illustrations\location\ground\continental\continental_forest_ground1	
	748834678	fs_grp_sand_mixedShoes_walk_large_quad_slice			\ev_illustrations\footsteps\sand\fs_grp_sand_mixedShoes_walk_large_quad_slice	
	748895195	none			\ev_illustrations\location\backgrounds\no_water\none	some sort of steppe, empty, dark dirt  
	763624260	navy_select_on			\ev_char_military\feedback\navy_select_on	
	764068608	hre			\ev_illustrations\international_organization_types\hre	
	776517477	units_cavalry_spawn			\ev_char_military\units_cavalry_spawn	
	776656967	italian_wars			\ev_illustrations\situations\italian_wars	
	777113947	deccan_city			\ev_illustrations\location\buildings\deccan_city	
	777917877	PANEL_COUNTRY_LIST			\ev_amb_panels\ledger panels\PANEL_COUNTRY_LIST	
	781172517	meritocracy			\ev_illustrations\institutions\meritocracy	
	784286456	army_cavalry_african_gfx			\ev_illustrations\units\army_cavalry_african_gfx	
	785537640	army_infantry_3_light_tag_middle_east_gfx			\ev_illustrations\units\army_infantry_3_light_tag_middle_east_gfx	
	789454257	iroquois_burghers_armed			\ev_illustrations\characters\burghers\iroquois_burghers_armed	
	807013759	desert_mountains			\ev_illustrations\location\backgrounds\mountains\desert_mountains	merican desert, naked mountains close and in distance
	813455924	north_german_town2			\ev_illustrations\location\settlement\town_components\north_german_town2	
	813455927	north_german_town1			\ev_illustrations\location\settlement\town_components\north_german_town1	
	819498818	f_generic_small_walla_loud			\ev_amb\ev_amb_contextual\wallas\02_loud\f_generic_small_walla_loud	
	824779918	building_waterwheel			\ev_amb\on_map\buildings\building_waterwheel	compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_building_waterwheel  compound imp on all found schematics using "waterwheel" style mesh, e.g., "" 
	836883293	highlands			\ev_illustrations\location\backgrounds\highlands_plateau\highlands	grassy highlands, naked cliffsides
	838767785	icon_goods_amber			\ev_illustrations\trade_goods\icon_goods_amber	
	839826466	testscene_clergy			\ev_illustrations\testscene_clergy	
	844617642	fs_grp_grass_lightShoe_walk_small_quad_slice			\ev_illustrations\footsteps\grass\fs_grp_grass_lightShoe_walk_small_quad_slice	
	846049418	age_5_absolutism			\ev_illustrations\advances\age_5_absolutism	
	850052221	amb_rawgood_fur			\ev_amb\on_map\rawgoods\amb_rawgood_fur	
	850762716	syrian_rural2			\ev_illustrations\location\settlement\rural_components\syrian_rural2	
	850762719	syrian_rural1			\ev_illustrations\location\settlement\rural_components\syrian_rural1	
	883155923	north_german_clergy_exterior			\ev_illustrations\events\backgrounds\exterior\north_german_clergy_exterior	Church stone hall, wooden pews
	892248668	amb_weather_storm_sea_small			\ev_amb\on_map\weather\amb_weather_storm_sea_small	Schematic: sea_storm_01_small_schematic
	894740248	angry_lrg_grp			\ev_illustrations\events\moods\angry_lrg_grp	
	903691558	age_4_reformation			\ev_illustrations\advances\age_4_reformation	
	911919025	army_infantry_light_tag_south_american_gfx			\ev_illustrations\units\army_infantry_light_tag_south_american_gfx	
	913713977	army_cavalry_indian_gfx			\ev_illustrations\units\army_cavalry_indian_gfx	
	917843424	amb_rawgood_fish			\ev_amb\on_map\rawgoods\amb_rawgood_fish	
	919863616	building_inconstruction_medium			\ev_amb\on_map\buildings\building_inconstruction_medium	compound: game\in_game\gfx\compound_nodes\snd_cmp_omo_building_inconstruction_medium  compound imp on all found schematics using "in constuction" style mesh, and considered "medium" e.g., "" 
	922204567	amb_rawgood_alum			\ev_amb\on_map\rawgoods\amb_rawgood_alum	
	926369653	asian_peasants_armed			\ev_illustrations\characters\peasants\asian_peasants_armed	
	927049607	char_move_act_impact			\ev_char_military\movement\infantry\char_move_act_impact	
	938463524	aztec_burghers_interior			\ev_illustrations\events\backgrounds\interior\aztec_burghers_interior	Townhouse interior hall. plaster walls, clothes, books
	938838221	wpn_proj_handle			\ev_char_military\movement\infantry\weapons\wpn_proj_handle	
	943821186	PANEL_COUNTRY_RELIGION_old_currently_unused			\ev_amb_panels\04_SOCIETY\PANEL_COUNTRY_RELIGION_old_currently_unused	
	954855581	amb_rawgood_copper			\ev_amb\on_map\rawgoods\amb_rawgood_copper	
	958364567	PANEL_ARMY_BUILDER			\ev_amb_panels\06_MILITARY\PANEL_ARMY_BUILDER	
	958881182	coup_attempt			\ev_illustrations\disasters\coup_attempt	
	971328250	army_cavalry_5_east_asian_gfx			\ev_illustrations\units\army_cavalry_5_east_asian_gfx	
	981052017	iroquois_nobles_regular			\ev_illustrations\characters\nobles\iroquois_nobles_regular	
	984608046	asian_peasants_happy			\ev_illustrations\characters\peasants\asian_peasants_happy	
	995484586	amb_building_northgerman_mine_a_forth			\ev_amb\on_map\buildings\OLD_EVENTS_PRE_COMPOUND_NODES\amb_building_northgerman_mine_a_forth	
	1000105567	ashanti_city			\ev_illustrations\location\buildings\ashanti_city	
	1003127181	aztec_peasants_regular			\ev_illustrations\characters\peasants\aztec_peasants_regular	
	1005557173	MasterAmbientSystem_Stop			\ev_amb\MasterAmbientSystem_Stop	Posted to the Ambient Manager persistent Wwise game object on leaving the InGame scope, i.e. when returning to main menu
	1015748151	columbian_exchange			\ev_illustrations\situations\columbian_exchange	Int stone building, looking through opening at beach, ship, group of indigenous people, south american
	1015969725	icon_goods_millet			\ev_illustrations\trade_goods\icon_goods_millet	
	1027697823	m_walla_combat_medium_quad_chunk			\ev_amb\ev_amb_contextual\wallas\01_loudest\m_walla_combat_medium_quad_chunk	
	1046612274	rev_int_room_medium_wood			\ev_ca_reverbsettings\rev_int_room_medium_wood	
	1048101456	english_civil_war			\ev_illustrations\disasters\english_civil_war	Field exterior, facing armies in full armor, helberds, horses, banners, european 
	1052070958	PANEL_COUNTRY_PEOPLE_old_currently_unused			\ev_amb_panels\04_SOCIETY\PANEL_COUNTRY_PEOPLE_old_currently_unused	
	1057761544	DEFAULT_generic_study			\ev_amb_panels\DEFAULT_generic_study	
	1062434930	shinto			\ev_illustrations\international_organization_types\shinto	
	1064917117	walla_murmur			\ev_illustrations\walla_murmur	
