In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	15874185	UI_alert_show_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_alert_show\UI_alert_show_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_appear\UI_alert_show_01		4145
	15943395	UI_button_gameNew_confirm_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\GameMenuStart\UI_button_gameNew_confirm\UI_button_gameNew_confirm_03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\startup_sequence\UI_button_gameNew_confirm\UI_button_gameNew_confirm_03		105532
	16287173	construction_building_religion_05	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_building_religion\construction_building_religion_05_8214FF25.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\OnMapObjects\building_in_construction\construction_building_religion\construction_building_religion_05		32731
	17619425	UI_open_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\General\UI_open\UI_open_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\navigation\UI_window_problematic_show\UI_open_02		3976
	19957378	UI_action_appoint_base-05	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_appoint_base\UI_action_appoint_base-05_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_appoint_base\UI_action_appoint_base-05		9168
	20979434	UI_hover_09	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_hover\UI_hover_09_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\cursor\hovers\UI_hoverOff\UI_hover_09		1339
	21668948	construction_building_industry_04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_building_industry\construction_building_industry_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_building_industry\construction_building_industry_04		9615
	22414665	construction_building_religion_shimmer_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_building_religion_shimmer\construction_building_religion_shimmer_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_building_religion_shimmer\construction_building_religion_shimmer_02		15040
	22428051	construction_building_generic_identifier_08	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_building_generic_identifier\construction_building_generic_identifier_08_8214FF25.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\OnMapObjects\building_in_construction\construction_building_generic_identifier\construction_building_generic_identifier_08		6565
	22880783	UI_button_press_11	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_button_press\UI_button_press_11_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\UI_button_press\UI_button_press_11		3519
	22890989	UI_action_cabinet_complete-03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_cabinet_complete\UI_action_cabinet_complete-03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_cabinet_complete\UI_action_cabinet_complete-03		3945
	23011930	UI_panel_advances_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_panel_advances\UI_panel_advances_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\panels\UI_panel_advances\UI_panel_advances_01		9095
	23293422	UI_alert_green_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\UI_alert_green\UI_alert_green_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_green\UI_alert_green_01		14134
	24130804	UI_action_road_build-04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_road_build\UI_action_road_build-04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_road_build\UI_action_road_build-04		12307
	24142107	UI_action_military_army_train_general-002	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_military_army_train_general\UI_action_military_army_train_general-002_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_military_army_train_general\UI_action_military_army_train_general-002		27004
	25580517	UI_handGrab_07	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_handGrab\UI_handGrab_07_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\navigation\UI_handGrab\UI_handGrab_07		2063
	27054399	construction_rgo_farming_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_farming\construction_rgo_farming_02_8214FF25.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\OnMapObjects\building_in_construction\construction_rgo_farming\construction_rgo_farming_02		14870
	28266292	UI_button_gameContinue_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\GameMenuStart\UI_button_gameContinue\UI_button_gameContinue_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\startup_sequence\UI_button_gameContinue\UI_button_gameContinue_01		99027
	29198202	UI_tooltip_show_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_tooltip_show\UI_tooltip_show_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\navigation\UI_tooltip_show\UI_tooltip_show_02		2136
	29737085	construction_building_industry_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_building_industry\construction_building_industry_03_8214FF25.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\OnMapObjects\building_in_construction\construction_building_industry\construction_building_industry_03		16027
	30912105	UI_alert_red_05	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\UI_alert_red\UI_alert_red_05_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_red\UI_alert_red_05		13221
	34293095	UI_panel_base_09	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_panel_base\UI_panel_base_09_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\panels\UI_panel_base\UI_panel_base_09		3122
	34652256	UI_gameStart_gui_out_04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\GameMenuStart\UI_gameStart_gui_out\UI_gameStart_gui_out_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\startup_sequence\UI_gameStart_gui_out\UI_gameStart_gui_out_04		6510
	36285881	UI_button_press_small_04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_button_press_small\UI_button_press_small_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\UI_button_minus\UI_button_press_small_04		809
	37202884	UI_map_flap_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\Map\UI_map_flap\UI_map_flap_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\map\UI_map_flap\UI_map_flap_01		15518
	38331588	UI_map_roll_handle_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\Map\UI_map_roll_handle\UI_map_roll_handle_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\map\UI_map_roll_handle\UI_map_roll_handle_01		9373
	38880181	UI_button_gameExitMenu_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\GameMenuStartV2\UI_button_gameExitMenu\UI_button_gameExitMenu_01_4F0A8F73.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\startup_sequence\UI_button_gameExitMenu\UI_button_gameExitMenu_01		36756
	42130108	UI_hoveron_shield_11	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_hoveron_shield\UI_hoveron_shield_11_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\cursor\hovers\UI_hover_shield\UI_hoveron_shield_11		7977
	42738335	UI_action_character_mission_generic_start_main-01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_character_mission_generic_start_main\UI_action_character_mission_generic_start_main-01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_character_mission_generic_start_main\UI_action_character_mission_generic_start_main-01		17848
	43837480	construction_building_religion_shimmer_07	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_building_religion_shimmer\construction_building_religion_shimmer_07_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_building_religion_shimmer\construction_building_religion_shimmer_07		11871
	43989366	amb_wind_onear_lo_lp_09	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_wind_onear_lo_lp\amb_wind_onear_lo_lp_09_A2AC1C34.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\CameraWind\GoTo\amb_wind_onear_lo_lp\amb_wind_onear_lo_lp_09		18597
	44410677	UI_action_rival_select-03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_rival_select\UI_action_rival_select-03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_rival_select\UI_action_rival_select-03		13522
	45512786	UI_map_country_select_paper_04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_map_country_select_paper\UI_map_country_select_paper_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\cursor\map_interactions\map_select\UI_map_country_select\UI_map_country_select_paper\UI_map_country_select_paper_04		5748
	45744065	UI_action_advances_research_add-01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_advances_research_add\UI_action_advances_research_add-01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_advances_research_add\UI_action_advances_research_add-01		13861
	46130057	UI_action_hi_finish_05	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_hi_finish\UI_action_hi_finish_05_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\UI_action_hi_finish\UI_action_hi_finish_05		36491
	47707120	UI_handGrab_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_handGrab\UI_handGrab_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\navigation\UI_handGrab\UI_handGrab_01		2069
	48914567	UI_chat_private_13	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_chat_private\UI_chat_private_13_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\mp_chat\UI_chat_private\UI_chat_private\UI_chat_private_13		1394
	50716310	construction_rgo_forestry_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_forestry\construction_rgo_forestry_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_rgo_forestry\construction_rgo_forestry_01		22950
	50716311	construction_rgo_forestry_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_forestry\construction_rgo_forestry_01_8214FF25.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\OnMapObjects\building_in_construction\construction_rgo_forestry\construction_rgo_forestry_01		22984
	52322669	UI_alert_show_10	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_alert_show\UI_alert_show_10_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_appear\UI_alert_show_10		3947
	53589237	UI_map_country_select_dirt_05	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_map_country_select_dirt\UI_map_country_select_dirt_05_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\cursor\map_interactions\map_select\UI_map_country_select\UI_map_country_select_dirt\UI_map_country_select_dirt_05		14995
	54889826	construction_rgo_gathering_07	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_gathering\construction_rgo_gathering_07_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_rgo_gathering\construction_rgo_gathering_07		22518
	56605304	UI_research_complete_bubble-08	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_research_complete_bubble\UI_research_complete_bubble-08_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\UI_research_complete_bubble\UI_research_complete_bubble-08		18381
	56782960	UI_action_hi_finish_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_hi_finish\UI_action_hi_finish_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\UI_action_hi_finish\UI_action_hi_finish_01		35778
	57018897	UI_alert_green_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\UI_alert_green\UI_alert_green_03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_green\UI_alert_green_03		15299
	57315507	construction_rgo_hunting_05	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_hunting\construction_rgo_hunting_05_0DB4D758.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_rgo_hunting\construction_rgo_hunting_05		21013
	58640058	UI_action_hi_finish_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_hi_finish\UI_action_hi_finish_03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\UI_action_hi_finish\UI_action_hi_finish_03		35443
	59459897	UI_alert_blue_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\UI_alert_blue\UI_alert_blue_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_blue\UI_alert_blue_01		15448
	60894051	construction_rgo_generic_finished_06	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_generic_finished\construction_rgo_generic_finished_06_8214FF25.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\OnMapObjects\building_in_construction\construction_rgo_generic_finished\construction_rgo_generic_finished_06		11514
	62027194	UI_action_cabinet_complete-04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_cabinet_complete\UI_action_cabinet_complete-04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_cabinet_complete\UI_action_cabinet_complete-04		3726
	62503800	UI_pageFlip_11	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\General\UI_pageFlip\UI_pageFlip_11_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\time\pause_unpause\UI_pause_levels\UI_pause_02\UI_pageFlip_11		1423
	62972222	UI_action_ennoble-03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_ennoble\UI_action_ennoble-03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_ennoble\UI_action_ennoble-03		9120
	63382940	construction_rgo_forestry_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_forestry\construction_rgo_forestry_03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_rgo_forestry\construction_rgo_forestry_03		19048
	63382941	construction_rgo_forestry_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_forestry\construction_rgo_forestry_03_8214FF25.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\OnMapObjects\building_in_construction\construction_rgo_forestry\construction_rgo_forestry_03		19082
	64487795	UI_button_press_09	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_button_press\UI_button_press_09_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\UI_button_press\UI_button_press_09		2448
	66226570	amb_wind_onear_hi_lp_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_wind_onear_hi_lp\amb_wind_onear_hi_lp_02_A2AC1C34.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\CameraWind\GoTo\StereoizSequence\amb_wind_onear_hi_lp\amb_wind_onear_hi_lp_02		32007
	66979841	UI_chat_private_15	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_chat_private\UI_chat_private_15_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\mp_chat\UI_chat_private\UI_chat_private\UI_chat_private_15		1413
	68043458	UI_monthly_clock_tick_clunk-03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_monthly_clock_tick_clunk\UI_monthly_clock_tick_clunk-03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\time\monthly_tick\UI_monthly_clock_tick_clunk\UI_monthly_clock_tick_clunk-03		25314
	68694976	UI_map_location_select_dirt_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_map_location_select_dirt\UI_map_location_select_dirt_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\cursor\map_interactions\map_select\UI_map_location_select\UI_map_location_select_dirt\UI_map_location_select_dirt_02		7502
	69945820	UI_action_government_reform_add-03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_government_reform_add\UI_action_government_reform_add-03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_government_reform_add\UI_action_government_reform_add-03		13611
	71430792	UI_gameStart_gui_in_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\GameMenuStart\UI_gameStart_gui_in\UI_gameStart_gui_in_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\startup_sequence\UI_gameStart_gui_in\UI_gameStart_gui_in_02		17059
	71646217	construction_building_military_08	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_building_military\construction_building_military_08_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_building_military\construction_building_military_08		12843
	72396621	UI_action_military_army_recruit_regulars-001	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_military_army_recruit_regulars\UI_action_military_army_recruit_regulars-001_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_army_recruit_regulars\UI_action_military_army_recruit_regulars-001		16105
	72541204	UI_event_age_generic_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\AgeTransition\UI_event_age_generic\UI_event_age_generic_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\UI_event_age_generic\UI_event_age_generic_02		41976
	73311185	UI_action_appoint_general-07	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_appoint_general\UI_action_appoint_general-07_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_appoint_general\UI_action_appoint_general-07		10908
	74249790	UI_gameStart_cloud_in_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\GameMenuStartV2\UI_gameStart_cloud_in\UI_gameStart_cloud_in_03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\startup_sequence\UI_gameStart_cloud_in\UI_gameStart_cloud_in_03		37075
	76273416	UI_panel_economy_06	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_panel_economy\UI_panel_economy_06_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\panels\UI_panel_economy\UI_panel_economy_06		5319
	77472525	UI_hover_08	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_hover\UI_hover_08_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\cursor\hovers\UI_hoverOff\UI_hover_08		1371
	78564785	UI_unit_moveconfirm_invalid_04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_unit_moveconfirm_invalid\UI_unit_moveconfirm_invalid_04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\cursor\unit_interaction\UI_unit_moveconfirm_invalid\UI_unit_moveconfirm_invalid_04		2687
	79117189	UI_alerts_flags_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_alerts_flags\UI_alerts_flags_01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_flags\UI_alerts_flags_01		7320
	81045029	UI_action_marry_base_bell-04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_marry_base_bell\UI_action_marry_base_bell-04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_marry_base_bell\UI_action_marry_base_bell-04		20526
	82325694	UI_action_cabinet_character-01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_cabinet_character\UI_action_cabinet_character-01_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_cabinet_character\UI_action_cabinet_character-01		9720
	83086595	UI_alert_show_09	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_alert_show\UI_alert_show_09_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\buttons\alerts\UI_alert_appear\UI_alert_show_09		4149
	84354066	construction_rgo_generic_02	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\construction_rgo_generic\construction_rgo_generic_02_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\notifications\construction\construction_rgo_generic\construction_rgo_generic_02		1722
	84743016	UI_panel_society_03	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_panel_society\UI_panel_society_03_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\panels\UI_panel_society\UI_panel_society_03		13084
	85680718	UI_pageFlip_08	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\General\UI_pageFlip\UI_pageFlip_08_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\time\pause_unpause\UI_pause_levels\UI_pause_02\UI_pageFlip_08		1994
	86283453	amb_wind_onear_mid_lp_01	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\amb\amb_wind_onear_mid_lp\amb_wind_onear_mid_lp_01_A2AC1C34.wem		\Actor-Mixer Hierarchy\wu_actor_ambience\Ambience\CameraWind\GoTo\StereoizSequence\amb_wind_onear_mid_lp\amb_wind_onear_mid_lp_01		12647
	86954835	UI_action_economy_loan_take-04	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\UI_action_economy_loan_take\UI_action_economy_loan_take-04_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\actions\UI_action_economy_loan_take\UI_action_economy_loan_take-04		10169
	87108575	UI_pageFlip_31	D:\Repos\Wwise\wwise_caesar\.cache\Windows\SFX\UI\General\UI_pageFlip\UI_pageFlip_31_D8F20E6A.wem		\Actor-Mixer Hierarchy\wu_actor_ui\UI\time\pause_unpause\UI_unpause_levels\UI_unpause_03\UI_pageFlip_31		1941
